,test_vs_ref_x,test,ref_x,ContrastName_x,variable,ref_value,test_vs_ref_y,ref_y,ContrastName_y,test_value
77666,,test_GSE20305_MG1655_oxidativestress_timepoint6_rep3,,,TIME,,GSM509025.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509025.ch1-vs-GSM508950.ch1,30min
77667,,test_GSE20305_MG1655_oxidativestress_timepoint6_rep3,,,H2O2,,GSM509025.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509025.ch1-vs-GSM508950.ch1,5.88mM
77668,,test_GSE20305_MG1655_control_timepoint5_rep2,,,TIME,,GSM508961.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508961.ch1-vs-GSM508950.ch1,30min
77669,,test_GSE20305_MG1655_coldstress_Timepoint4_Rep2,,,TIME,,GSM508936.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508936.ch1-vs-GSM508950.ch1,20min
77670,,test_GSE20305_MG1655_coldstress_Timepoint8_Rep3,,,TIME,,GSM508948.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508948.ch1-vs-GSM508950.ch1,90min
77671,,test_GSE20305_MG1655_oxidativestress_timepoint6_rep1,,,TIME,,GSM509002.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509002.ch1-vs-GSM508950.ch1,30min
77672,,test_GSE20305_MG1655_oxidativestress_timepoint6_rep1,,,H2O2,,GSM509002.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509002.ch1-vs-GSM508950.ch1,5.88mM
77673,,test_GSE20305_MG1655_control_timepoint7_rep2,,,TIME,,GSM508963.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508963.ch1-vs-GSM508950.ch1,50min
77674,,test_GSE20305_MG1655_lactose_timepoint6_rep2,,,GLUCOSE,,GSM509040.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509040.ch1-vs-GSM508950.ch1,0.05%
77675,,test_GSE20305_MG1655_lactose_timepoint6_rep2,,,LACTOSE.TIME,,GSM509040.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509040.ch1-vs-GSM508950.ch1,30min
77676,,test_GSE20305_MG1655_lactose_timepoint6_rep2,,,LACTOSE,,GSM509040.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509040.ch1-vs-GSM508950.ch1,0.15%
77677,,test_GSE20305_MG1655_oxidativestress_timepoint5_rep1,,,TIME,,GSM509001.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509001.ch1-vs-GSM508950.ch1,20min
77678,,test_GSE20305_MG1655_oxidativestress_timepoint5_rep1,,,H2O2,,GSM509001.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509001.ch1-vs-GSM508950.ch1,5.88mM
77679,,test_GSE20305_MG1655_oxidativestress_timepoint11_rep2,,,TIME,,GSM509018.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509018.ch1-vs-GSM508950.ch1,235min
77680,,test_GSE20305_MG1655_oxidativestress_timepoint11_rep2,,,GROWTH.STATIONARY,,GSM509018.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509018.ch1-vs-GSM508950.ch1,+1
77681,,test_GSE20305_MG1655_oxidativestress_timepoint11_rep2,,,H2O2,,GSM509018.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509018.ch1-vs-GSM508950.ch1,5.88mM
77682,,test_GSE20305_MG1655_heatstress_timepoint8_rep3,,,TIME,,GSM508996.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508996.ch1-vs-GSM508950.ch1,90min
77683,,test_GSE20305_MG1655_oxidativestress_timepoint11_rep3,,,TIME,,GSM509030.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509030.ch1-vs-GSM508950.ch1,235min
77684,,test_GSE20305_MG1655_oxidativestress_timepoint11_rep3,,,GROWTH.STATIONARY,,GSM509030.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509030.ch1-vs-GSM508950.ch1,+1
77685,,test_GSE20305_MG1655_oxidativestress_timepoint11_rep3,,,H2O2,,GSM509030.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509030.ch1-vs-GSM508950.ch1,5.88mM
77686,,test_GSE20305_MG1655_coldstress_Timepoint6_Rep2,,,TIME,,GSM508938.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508938.ch1-vs-GSM508950.ch1,40min
77687,,test_GSE20305_MG1655_coldstress_Timepoint8_Rep2,,,TIME,,GSM508940.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508940.ch1-vs-GSM508950.ch1,90min
77688,,test_GSE20305_MG1655_coldstress_Timepoint1_Rep1,,,GROWTH.LAG,,GSM508925.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508925.ch1-vs-GSM508950.ch1,+1
77689,,test_GSE20305_MG1655_control_timepoint7_rep3,,,TIME,,GSM508971.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508971.ch1-vs-GSM508950.ch1,50min
77690,,test_GSE20305_MG1655_control_timepoint3_rep3,,,TIME,,GSM508967.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508967.ch1-vs-GSM508950.ch1,10min
77691,,test_GSE20305_MG1655_heatstress_timepoint3_rep3,,,TIME,,GSM508991.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508991.ch1-vs-GSM508950.ch1,10min
77692,,test_GSE20305_MG1655_heatstress_timepoint5_rep2,,,TIME,,GSM508985.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508985.ch1-vs-GSM508950.ch1,30min
77693,,test_GSE20305_MG1655_oxidativestress_timepoint12_rep2,,,TIME,,GSM509019.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509019.ch1-vs-GSM508950.ch1,260min
77694,,test_GSE20305_MG1655_oxidativestress_timepoint12_rep2,,,GROWTH.STATIONARY,,GSM509019.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509019.ch1-vs-GSM508950.ch1,+1
77695,,test_GSE20305_MG1655_oxidativestress_timepoint12_rep2,,,H2O2,,GSM509019.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509019.ch1-vs-GSM508950.ch1,5.88mM
77696,,test_GSE20305_MG1655_control_timepoint5_rep3,,,TIME,,GSM508969.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508969.ch1-vs-GSM508950.ch1,30min
77697,,test_GSE20305_MG1655_heatstress_timepoint1_rep2,,,GROWTH.LAG,,GSM508981.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508981.ch1-vs-GSM508950.ch1,+1
77698,,test_GSE20305_MG1655_heatstress_timepoint1_rep3,,,GROWTH.LAG,,GSM508989.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508989.ch1-vs-GSM508950.ch1,+1
77699,,test_GSE20305_MG1655_heatstress_timepoint4_rep2,,,TIME,,GSM508984.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508984.ch1-vs-GSM508950.ch1,20min
77700,,test_GSE20305_MG1655_oxidativestress_timepoint5_rep3,,,TIME,,GSM509024.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509024.ch1-vs-GSM508950.ch1,20min
77701,,test_GSE20305_MG1655_oxidativestress_timepoint5_rep3,,,H2O2,,GSM509024.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509024.ch1-vs-GSM508950.ch1,5.88mM
77702,,test_GSE20305_MG1655_oxidativestress_timepoint8_rep1,,,TIME,,GSM509004.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509004.ch1-vs-GSM508950.ch1,90min
77703,,test_GSE20305_MG1655_oxidativestress_timepoint8_rep1,,,H2O2,,GSM509004.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509004.ch1-vs-GSM508950.ch1,5.88mM
77704,,test_GSE20305_MG1655_heatstress_timepoint6_rep3,,,TIME,,GSM508994.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508994.ch1-vs-GSM508950.ch1,40min
77705,,test_GSE20305_MG1655_control_timepoint3_rep1,,,TIME,,GSM508951.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508951.ch1-vs-GSM508950.ch1,10min
77706,,test_GSE20305_MG1655_heatstress_timepoint7_rep1,,,TIME,,GSM508979.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508979.ch1-vs-GSM508950.ch1,50min
77707,,test_GSE20305_MG1655_oxidativestress_timepoint11_rep1,,,TIME,,GSM509007.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509007.ch1-vs-GSM508950.ch1,235min
77708,,test_GSE20305_MG1655_oxidativestress_timepoint11_rep1,,,GROWTH.STATIONARY,,GSM509007.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509007.ch1-vs-GSM508950.ch1,+1
77709,,test_GSE20305_MG1655_oxidativestress_timepoint11_rep1,,,H2O2,,GSM509007.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509007.ch1-vs-GSM508950.ch1,5.88mM
77710,,test_GSE20305_MG1655_heatstress_timepoint5_rep1,,,TIME,,GSM508977.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508977.ch1-vs-GSM508950.ch1,30min
77711,,test_GSE20305_MG1655_oxidativestress_timepoint4_rep3,,,TIME,,GSM509023.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509023.ch1-vs-GSM508950.ch1,10min
77712,,test_GSE20305_MG1655_oxidativestress_timepoint4_rep3,,,H2O2,,GSM509023.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509023.ch1-vs-GSM508950.ch1,5.88mM
77713,,test_GSE20305_MG1655_control_timepoint1_rep1,,,GROWTH.LAG,,GSM508949.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508949.ch1-vs-GSM508950.ch1,+1
77714,,test_GSE20305_MG1655_oxidativestress_timepoint5_rep2,,,TIME,,GSM509012.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509012.ch1-vs-GSM508950.ch1,20min
77715,,test_GSE20305_MG1655_oxidativestress_timepoint5_rep2,,,H2O2,,GSM509012.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509012.ch1-vs-GSM508950.ch1,5.88mM
77716,,test_GSE20305_MG1655_control_timepoint6_rep1,,,TIME,,GSM508954.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508954.ch1-vs-GSM508950.ch1,40min
77717,,test_GSE20305_MG1655_control_timepoint1_rep3,,,GROWTH.LAG,,GSM508965.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508965.ch1-vs-GSM508950.ch1,+1
77718,,test_GSE20305_MG1655_oxidativestress_timepoint8_rep2,,,TIME,,GSM509015.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509015.ch1-vs-GSM508950.ch1,90min
77719,,test_GSE20305_MG1655_oxidativestress_timepoint8_rep2,,,H2O2,,GSM509015.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509015.ch1-vs-GSM508950.ch1,5.88mM
77720,,test_GSE20305_MG1655_coldstress_Timepoint8_Rep1,,,TIME,,GSM508932.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508932.ch1-vs-GSM508950.ch1,90min
77721,,test_GSE20305_MG1655_heatstress_timepoint7_rep3,,,TIME,,GSM508995.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508995.ch1-vs-GSM508950.ch1,50min
77722,,test_GSE20305_MG1655_heatstress_timepoint1_rep1,,,GROWTH.LAG,,GSM508973.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508973.ch1-vs-GSM508950.ch1,+1
77723,,test_GSE20305_MG1655_coldstress_Timepoint3_Rep2,,,TIME,,GSM508935.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508935.ch1-vs-GSM508950.ch1,10min
77724,,test_GSE20305_MG1655_coldstress_Timepoint5_Rep2,,,TIME,,GSM508937.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508937.ch1-vs-GSM508950.ch1,30min
77725,,test_GSE20305_MG1655_oxidativestress_timepoint2_rep2,,,GROWTH.LAG,,GSM509009.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509009.ch1-vs-GSM508950.ch1,+1
77726,,test_GSE20305_MG1655_control_timepoint8_rep3,,,TIME,,GSM508972.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508972.ch1-vs-GSM508950.ch1,90min
77727,,test_GSE20305_MG1655_control_timepoint4_rep3,,,TIME,,GSM508968.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508968.ch1-vs-GSM508950.ch1,20min
77728,,test_GSE20305_MG1655_control_timepoint8_rep2,,,TIME,,GSM508964.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508964.ch1-vs-GSM508950.ch1,90min
77729,,test_GSE20305_MG1655_lactose_timepoint5_rep2,,,GLUCOSE,,GSM509039.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509039.ch1-vs-GSM508950.ch1,0.05%
77730,,test_GSE20305_MG1655_lactose_timepoint5_rep2,,,LACTOSE.TIME,,GSM509039.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509039.ch1-vs-GSM508950.ch1,20min
77731,,test_GSE20305_MG1655_lactose_timepoint5_rep2,,,LACTOSE,,GSM509039.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509039.ch1-vs-GSM508950.ch1,0.15%
77732,,test_GSE20305_MG1655_heatstress_timepoint3_rep2,,,TIME,,GSM508983.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508983.ch1-vs-GSM508950.ch1,10min
77733,,test_GSE20305_MG1655_coldstress_Timepoint3_Rep3,,,TIME,,GSM508943.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508943.ch1-vs-GSM508950.ch1,10min
77734,,test_GSE20305_MG1655_coldstress_Timepoint7_Rep1,,,TIME,,GSM508931.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508931.ch1-vs-GSM508950.ch1,50min
77735,,test_GSE20305_MG1655_lactose_timepoint4_rep2,,,GLUCOSE,,GSM509038.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509038.ch1-vs-GSM508950.ch1,0.05%
77736,,test_GSE20305_MG1655_lactose_timepoint4_rep2,,,LACTOSE.TIME,,GSM509038.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509038.ch1-vs-GSM508950.ch1,10min
77737,,test_GSE20305_MG1655_lactose_timepoint4_rep2,,,LACTOSE,,GSM509038.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509038.ch1-vs-GSM508950.ch1,0.15%
77738,,test_GSE20305_MG1655_oxidativestress_timepoint10_rep1,,,TIME,,GSM509006.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509006.ch1-vs-GSM508950.ch1,210min
77739,,test_GSE20305_MG1655_oxidativestress_timepoint10_rep1,,,GROWTH.STATIONARY,,GSM509006.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509006.ch1-vs-GSM508950.ch1,+1
77740,,test_GSE20305_MG1655_oxidativestress_timepoint10_rep1,,,H2O2,,GSM509006.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509006.ch1-vs-GSM508950.ch1,5.88mM
77741,,test_GSE20305_MG1655_coldstress_Timepoint4_Rep3,,,TIME,,GSM508944.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508944.ch1-vs-GSM508950.ch1,20min
77742,,test_GSE20305_MG1655_coldstress_Timepoint1_Rep2,,,GROWTH.LAG,,GSM508933.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508933.ch1-vs-GSM508950.ch1,+1
77743,,test_GSE20305_MG1655_oxidativestress_timepoint10_rep3,,,TIME,,GSM509029.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509029.ch1-vs-GSM508950.ch1,210min
77744,,test_GSE20305_MG1655_oxidativestress_timepoint10_rep3,,,GROWTH.STATIONARY,,GSM509029.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509029.ch1-vs-GSM508950.ch1,+1
77745,,test_GSE20305_MG1655_oxidativestress_timepoint10_rep3,,,H2O2,,GSM509029.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509029.ch1-vs-GSM508950.ch1,5.88mM
77746,,test_GSE20305_MG1655_heatstress_timepoint7_rep2,,,TIME,,GSM508987.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508987.ch1-vs-GSM508950.ch1,50min
77747,,test_GSE20305_MG1655_oxidativestress_timepoint10_rep2,,,TIME,,GSM509017.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509017.ch1-vs-GSM508950.ch1,210min
77748,,test_GSE20305_MG1655_oxidativestress_timepoint10_rep2,,,GROWTH.STATIONARY,,GSM509017.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509017.ch1-vs-GSM508950.ch1,+1
77749,,test_GSE20305_MG1655_oxidativestress_timepoint10_rep2,,,H2O2,,GSM509017.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509017.ch1-vs-GSM508950.ch1,5.88mM
77750,,test_GSE20305_MG1655_control_timepoint1_rep2,,,GROWTH.LAG,,GSM508957.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508957.ch1-vs-GSM508950.ch1,+1
77751,,test_GSE20305_MG1655_control_timepoint4_rep1,,,TIME,,GSM508952.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508952.ch1-vs-GSM508950.ch1,20min
77752,,test_GSE20305_MG1655_control_timepoint7_rep1,,,TIME,,GSM508955.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508955.ch1-vs-GSM508950.ch1,50min
77753,,test_GSE20305_MG1655_control_timepoint3_rep2,,,TIME,,GSM508959.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508959.ch1-vs-GSM508950.ch1,10min
77754,,test_GSE20305_MG1655_lactose_timepoint5_rep3,,,GLUCOSE,,GSM509045.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509045.ch1-vs-GSM508950.ch1,0.05%
77755,,test_GSE20305_MG1655_lactose_timepoint5_rep3,,,LACTOSE.TIME,,GSM509045.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509045.ch1-vs-GSM508950.ch1,20min
77756,,test_GSE20305_MG1655_lactose_timepoint5_rep3,,,LACTOSE,,GSM509045.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509045.ch1-vs-GSM508950.ch1,0.15%
77757,,test_GSE20305_MG1655_lactose_timepoint5_rep1,,,GLUCOSE,,GSM509034.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509034.ch1-vs-GSM508950.ch1,0.05%
77758,,test_GSE20305_MG1655_lactose_timepoint5_rep1,,,LACTOSE.TIME,,GSM509034.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509034.ch1-vs-GSM508950.ch1,20min
77759,,test_GSE20305_MG1655_lactose_timepoint5_rep1,,,LACTOSE,,GSM509034.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509034.ch1-vs-GSM508950.ch1,0.15%
77760,,test_GSE20305_MG1655_oxidativestress_timepoint9_rep3,,,TIME,,GSM509028.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509028.ch1-vs-GSM508950.ch1,150min
77761,,test_GSE20305_MG1655_oxidativestress_timepoint9_rep3,,,H2O2,,GSM509028.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509028.ch1-vs-GSM508950.ch1,5.88mM
77762,,test_GSE20305_MG1655_oxidativestress_timepoint6_rep2,,,TIME,,GSM509013.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509013.ch1-vs-GSM508950.ch1,30min
77763,,test_GSE20305_MG1655_oxidativestress_timepoint6_rep2,,,H2O2,,GSM509013.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509013.ch1-vs-GSM508950.ch1,5.88mM
77764,,test_GSE20305_MG1655_lactose_timepoint4_rep1,,,GLUCOSE,,GSM509033.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509033.ch1-vs-GSM508950.ch1,0.05%
77765,,test_GSE20305_MG1655_lactose_timepoint4_rep1,,,LACTOSE.TIME,,GSM509033.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509033.ch1-vs-GSM508950.ch1,10min
77766,,test_GSE20305_MG1655_lactose_timepoint4_rep1,,,LACTOSE,,GSM509033.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509033.ch1-vs-GSM508950.ch1,0.15%
77767,,test_GSE20305_MG1655_coldstress_Timepoint7_Rep2,,,TIME,,GSM508939.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508939.ch1-vs-GSM508950.ch1,50min
77768,,test_GSE20305_MG1655_heatstress_timepoint6_rep1,,,TIME,,GSM508978.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508978.ch1-vs-GSM508950.ch1,40min
77769,,test_GSE20305_MG1655_coldstress_Timepoint5_Rep3,,,TIME,,GSM508945.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508945.ch1-vs-GSM508950.ch1,30min
77770,,test_GSE20305_MG1655_oxidativestress_timepoint7_rep2,,,TIME,,GSM509014.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509014.ch1-vs-GSM508950.ch1,40min
77771,,test_GSE20305_MG1655_oxidativestress_timepoint7_rep2,,,H2O2,,GSM509014.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509014.ch1-vs-GSM508950.ch1,5.88mM
77772,,test_GSE20305_MG1655_heatstress_timepoint4_rep1,,,TIME,,GSM508976.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508976.ch1-vs-GSM508950.ch1,20min
77773,,test_GSE20305_MG1655_oxidativestress_timepoint4_rep1,,,TIME,,GSM509000.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509000.ch1-vs-GSM508950.ch1,10min
77774,,test_GSE20305_MG1655_oxidativestress_timepoint4_rep1,,,H2O2,,GSM509000.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509000.ch1-vs-GSM508950.ch1,5.88mM
77775,,test_GSE20305_MG1655_oxidativestress_timepoint1_rep3,,,GROWTH.LAG,,GSM509020.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509020.ch1-vs-GSM508950.ch1,+1
77776,,test_GSE20305_MG1655_heatstress_timepoint5_rep3,,,TIME,,GSM508993.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508993.ch1-vs-GSM508950.ch1,30min
77777,,test_GSE20305_MG1655_oxidativestress_timepoint8_rep3,,,TIME,,GSM509027.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509027.ch1-vs-GSM508950.ch1,90min
77778,,test_GSE20305_MG1655_oxidativestress_timepoint8_rep3,,,H2O2,,GSM509027.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509027.ch1-vs-GSM508950.ch1,5.88mM
77779,,test_GSE20305_MG1655_oxidativestress_timepoint7_rep1,,,TIME,,GSM509003.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509003.ch1-vs-GSM508950.ch1,40min
77780,,test_GSE20305_MG1655_oxidativestress_timepoint7_rep1,,,H2O2,,GSM509003.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509003.ch1-vs-GSM508950.ch1,5.88mM
77781,,test_GSE20305_MG1655_heatstress_timepoint8_rep1,,,TIME,,GSM508980.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM508980.ch1-vs-GSM508950.ch1,90min
77782,,test_GSE20305_MG1655_lactose_timepoint4_rep3,,,GLUCOSE,,GSM509044.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509044.ch1-vs-GSM508950.ch1,0.05%
77783,,test_GSE20305_MG1655_lactose_timepoint4_rep3,,,LACTOSE.TIME,,GSM509044.ch1-vs-GSM508950.ch1,ref_GSE20305_MG1655_control_timepoint2_rep1,GSM509044.ch1-vs-GSM508950.ch1,10min
